date,source_currency,target_currency,exchange_rate_to_target
2018-10-24,USD,GBP,0.7747212222
2018-10-24,USD,HKD,7.8416015454
2018-10-24,USD,HRK,6.5214680832
2018-10-24,USD,HUF,283.8001580472
2018-10-24,USD,IDR,15196.9971024673
2018-10-24,USD,ILS,3.6813592063
2018-10-24,USD,INR,73.1631398718
2018-10-24,USD,ISK,120.5549214154
2018-10-24,USD,JPY,112.7140223022
2018-10-24,USD,KRW,1133.6816226183
2018-10-24,USD,MXN,19.3426112916
2018-10-24,USD,MYR,4.1664764246
2018-10-24,USD,NOK,8.3297919045
2018-10-24,USD,NZD,1.528492405
2018-10-24,USD,PHP,53.7422073931
2018-10-24,USD,PLN,3.7802265344
2018-10-24,USD,RON,4.0907893582
2018-10-24,USD,RUB,65.2989726929
2018-10-24,USD,SEK,9.0956185793
2018-10-24,USD,SGD,1.3806304329
2018-10-24,USD,THB,32.90982527
2018-10-24,USD,TRY,5.7064711564
2018-10-24,USD,USD,1.0
2018-10-24,USD,ZAR,14.3520063219
2018-10-25,EUR,AUD,1.6095
2018-10-25,EUR,BGN,1.9558
2018-10-25,EUR,BRL,4.2357
2018-10-25,EUR,CAD,1.4893
2018-10-25,EUR,CHF,1.1407
2018-10-25,EUR,CNY,7.9276
2018-10-25,EUR,CZK,25.831
2018-10-25,EUR,DKK,7.461
2018-10-25,EUR,GBP,0.88533
2018-10-25,EUR,HKD,8.9502
2018-10-25,EUR,HRK,7.4319
2018-10-25,EUR,HUF,323.91
2018-10-25,EUR,IDR,17338.05
2018-10-25,EUR,ILS,4.2083
2018-10-25,EUR,INR,83.6525
2018-10-25,EUR,ISK,137.1
2018-10-25,EUR,JPY,128.27
2018-10-25,EUR,KRW,1296.4
2018-10-25,EUR,MXN,22.255
2018-10-25,EUR,MYR,4.7599
2018-10-25,EUR,NOK,9.4898
2018-10-25,EUR,NZD,1.7473
2018-10-25,EUR,PHP,61.283
2018-10-25,EUR,PLN,4.3094
2018-10-25,EUR,RON,4.6647
2018-10-25,EUR,RUB,74.8575
2018-10-25,EUR,SEK,10.393
2018-10-25,EUR,SGD,1.5744
2018-10-25,EUR,THB,37.57
2018-10-25,EUR,TRY,6.4446
2018-10-25,EUR,USD,1.1416
2018-10-25,EUR,ZAR,16.5315
2018-10-25,GBP,AUD,1.8179661821
2018-10-25,GBP,BGN,2.2091197633
2018-10-25,GBP,BRL,4.784317712
2018-10-25,GBP,CAD,1.6821975986
2018-10-25,GBP,CHF,1.2884461161
2018-10-25,GBP,CNY,8.9544011837
2018-10-25,GBP,CZK,29.1766911773
2018-10-25,GBP,DKK,8.4273660669
2018-10-25,GBP,EUR,1.129522325
2018-10-25,GBP,GBP,1.0
2018-10-25,GBP,HKD,10.1094507133
2018-10-25,GBP,HRK,8.3944969672
2018-10-25,GBP,HUF,365.8635762936
2018-10-25,GBP,IDR,19583.714547118
2018-10-25,GBP,ILS,4.7533688003
2018-10-25,GBP,INR,94.4873662928
2018-10-25,GBP,ISK,154.8575107587
2018-10-25,GBP,JPY,144.8838286289
2018-10-25,GBP,KRW,1464.3127421413
2018-10-25,GBP,MXN,25.1375193431
2018-10-25,GBP,MYR,5.3764133148
2018-10-25,GBP,NOK,10.7189409599
2018-10-25,GBP,NZD,1.9736143585
2018-10-25,GBP,PHP,69.2205166435
2018-10-25,GBP,PLN,4.8675635074
2018-10-25,GBP,RON,5.2688827895
2018-10-25,GBP,RUB,84.5532174443
2018-10-25,GBP,SEK,11.7391255238
2018-10-25,GBP,SGD,1.7783199485
2018-10-25,GBP,THB,42.4361537506
2018-10-25,GBP,TRY,7.2793195758
2018-10-25,GBP,USD,1.2894626862
2018-10-25,GBP,ZAR,18.6726983159
2018-10-25,USD,AUD,1.4098633497
2018-10-25,USD,BGN,1.7132095305
2018-10-25,USD,BRL,3.7103188507
2018-10-25,USD,CAD,1.3045725298
2018-10-25,USD,CHF,0.9992116328
2018-10-25,USD,CNY,6.9442887176
2018-10-25,USD,CZK,22.6270147162
2018-10-25,USD,DKK,6.5355641205
2018-10-25,USD,EUR,0.8759635599
2018-10-25,USD,GBP,0.7755168185
2018-10-25,USD,HKD,7.840049054
2018-10-25,USD,HRK,6.5100735809
2018-10-25,USD,HUF,283.7333566924
2018-10-25,USD,IDR,15187.5
2018-10-25,USD,ILS,3.6863174492
2018-10-25,USD,INR,73.2765416959
2018-10-25,USD,ISK,120.0946040645
2018-10-25,USD,JPY,112.3598458304
2018-10-25,USD,KRW,1135.599159075
2018-10-25,USD,MXN,19.4945690259
2018-10-25,USD,MYR,4.1694989488
2018-10-25,USD,NOK,8.3127189909
2018-10-25,USD,NZD,1.5305711282
2018-10-25,USD,PHP,53.6816748423
2018-10-25,USD,PLN,3.7748773651
2018-10-25,USD,RON,4.0861072179
2018-10-25,USD,RUB,65.5724421864
2018-10-25,USD,SEK,9.1038892782
2018-10-25,USD,SGD,1.3791170287
2018-10-25,USD,THB,32.909950946
2018-10-25,USD,TRY,5.6452347582
2018-10-25,USD,USD,1.0
2018-10-25,USD,ZAR,14.4809915907
2018-10-26,EUR,AUD,1.6142
2018-10-26,EUR,BGN,1.9558
2018-10-26,EUR,BRL,4.2125
2018-10-26,EUR,CAD,1.4916
2018-10-26,EUR,CHF,1.1367
2018-10-26,EUR,CNY,7.8801
2018-10-26,EUR,CZK,25.86
2018-10-26,EUR,DKK,7.4607
2018-10-26,EUR,GBP,0.8868
2018-10-26,EUR,HKD,8.895
2018-10-26,EUR,HRK,7.4325
2018-10-26,EUR,HUF,324.41
2018-10-26,EUR,IDR,17252.4
2018-10-26,EUR,ILS,4.2028
2018-10-26,EUR,INR,83.34
2018-10-26,EUR,ISK,137.1
2018-10-26,EUR,JPY,127.13
2018-10-26,EUR,KRW,1298.16
2018-10-26,EUR,MXN,22.1824
2018-10-26,EUR,MYR,4.7498
2018-10-26,EUR,NOK,9.516
2018-10-26,EUR,NZD,1.7535
2018-10-26,EUR,PHP,60.877
2018-10-26,EUR,PLN,4.3177
2018-10-26,EUR,RON,4.6606
2018-10-26,EUR,RUB,74.7073
2018-10-26,EUR,SEK,10.4025
2018-10-26,EUR,SGD,1.5705
2018-10-26,EUR,THB,37.569
2018-10-26,EUR,TRY,6.3949
2018-10-26,EUR,USD,1.1345
2018-10-26,EUR,ZAR,16.6992
2018-10-26,GBP,AUD,1.8202525936
2018-10-26,GBP,BGN,2.2054578259
2018-10-26,GBP,BRL,4.75022553
2018-10-26,GBP,CAD,1.6820027064
2018-10-26,GBP,CHF,1.2817997294
2018-10-26,GBP,CNY,8.8859945873
2018-10-26,GBP,CZK,29.1610284168
2018-10-26,GBP,DKK,8.4130581867
2018-10-26,GBP,EUR,1.1276499774
2018-10-26,GBP,GBP,1.0
2018-10-26,GBP,HKD,10.0304465494
2018-10-26,GBP,HRK,8.3812584574
2018-10-26,GBP,HUF,365.8209291836
2018-10-26,GBP,IDR,19454.6684709066
2018-10-26,GBP,ILS,4.7392873252
2018-10-26,GBP,INR,93.9783491204
2018-10-26,GBP,ISK,154.600811908
2018-10-26,GBP,JPY,143.3581416328
2018-10-26,GBP,KRW,1463.8700947226
2018-10-26,GBP,MXN,25.0139828597
2018-10-26,GBP,MYR,5.3561118629
2018-10-26,GBP,NOK,10.7307171854
2018-10-26,GBP,NZD,1.9773342355
2018-10-26,GBP,PHP,68.647947677
2018-10-26,GBP,PLN,4.8688543076
2018-10-26,GBP,RON,5.2555254849
2018-10-26,GBP,RUB,84.2436851601
2018-10-26,GBP,SEK,11.7303788904
2018-10-26,GBP,SGD,1.7709742896
2018-10-26,GBP,THB,42.3646820027
2018-10-26,GBP,TRY,7.2112088408
2018-10-26,GBP,USD,1.2793188994
2018-10-26,GBP,ZAR,18.8308525034
2018-10-26,USD,AUD,1.4228294403
2018-10-26,USD,BGN,1.7239312472
2018-10-26,USD,BRL,3.7130894667
2018-10-26,USD,CAD,1.3147642133
2018-10-26,USD,CHF,1.0019391803
2018-10-26,USD,CNY,6.945879242
2018-10-26,USD,CZK,22.7941824592
2018-10-26,USD,DKK,6.5762009696
2018-10-26,USD,EUR,0.8814455707
2018-10-26,USD,GBP,0.7816659321
2018-10-26,USD,HKD,7.8404583517
2018-10-26,USD,HRK,6.5513442045
2018-10-26,USD,HUF,285.9497576025
2018-10-26,USD,IDR,15207.0515645659
2018-10-26,USD,ILS,3.7045394447
2018-10-26,USD,INR,73.4596738651
2018-10-26,USD,ISK,120.8461877479
2018-10-26,USD,JPY,112.0581754077
2018-10-26,USD,KRW,1144.2573821067
2018-10-26,USD,MXN,19.5525782283
2018-10-26,USD,MYR,4.1866901719
2018-10-26,USD,NOK,8.3878360511
2018-10-26,USD,NZD,1.5456148083
2018-10-26,USD,PHP,53.6597620097
2018-10-26,USD,PLN,3.8058175408
2018-10-26,USD,RON,4.108065227
2018-10-26,USD,RUB,65.8504186866
2018-10-26,USD,SEK,9.1692375496
2018-10-26,USD,SGD,1.3843102688
2018-10-26,USD,THB,33.115028647
2018-10-26,USD,TRY,5.6367562803
2018-10-26,USD,USD,1.0
2018-10-26,USD,ZAR,14.7194358748
2018-10-29,EUR,AUD,1.6061
2018-10-29,EUR,BGN,1.9558
2018-10-29,EUR,BRL,4.1231
2018-10-29,EUR,CAD,1.4917
2018-10-29,EUR,CHF,1.1384
2018-10-29,EUR,CNY,7.9195
2018-10-29,EUR,CZK,25.849
2018-10-29,EUR,DKK,7.4614
2018-10-29,EUR,GBP,0.88788
2018-10-29,EUR,HKD,8.927
2018-10-29,EUR,HRK,7.4316
2018-10-29,EUR,HUF,324.4
2018-10-29,EUR,IDR,17320.74
2018-10-29,EUR,ILS,4.217
2018-10-29,EUR,INR,83.5595
2018-10-29,EUR,ISK,137.5
2018-10-29,EUR,JPY,127.92
2018-10-29,EUR,KRW,1297.35
2018-10-29,EUR,MXN,22.3632
2018-10-29,EUR,MYR,4.7538
2018-10-29,EUR,NOK,9.513
2018-10-29,EUR,NZD,1.7401
2018-10-29,EUR,PHP,61.101
2018-10-29,EUR,PLN,4.3182
2018-10-29,EUR,RON,4.6647
2018-10-29,EUR,RUB,74.6394
2018-10-29,EUR,SEK,10.391
2018-10-29,EUR,SGD,1.5737
2018-10-29,EUR,THB,37.796
2018-10-29,EUR,TRY,6.3105
2018-10-29,EUR,USD,1.1381
2018-10-29,EUR,ZAR,16.4761
2018-10-29,GBP,AUD,1.8089156192
2018-10-29,GBP,BGN,2.2027751498
2018-10-29,GBP,BRL,4.6437581655
2018-10-29,GBP,CAD,1.6800693787
2018-10-29,GBP,CHF,1.2821552462
2018-10-29,GBP,CNY,8.919561202
2018-10-29,GBP,CZK,29.1131684462
2018-10-29,GBP,DKK,8.4036131009
2018-10-29,GBP,EUR,1.1262783259
2018-10-29,GBP,GBP,1.0
2018-10-29,GBP,HKD,10.0542866153
2018-10-29,GBP,HRK,8.3700500068
2018-10-29,GBP,HUF,365.3646889219
2018-10-29,GBP,IDR,19507.9740505474
2018-10-29,GBP,ILS,4.7495157003
2018-10-29,GBP,INR,94.111253773
2018-10-29,GBP,ISK,154.8632698112
2018-10-29,GBP,JPY,144.0735234491
2018-10-29,GBP,KRW,1461.1771861062
2018-10-29,GBP,MXN,25.1871874578
2018-10-29,GBP,MYR,5.3541019057
2018-10-29,GBP,NOK,10.7142857143
2018-10-29,GBP,NZD,1.9598369149
2018-10-29,GBP,PHP,68.8167319908
2018-10-29,GBP,PLN,4.8634950669
2018-10-29,GBP,RON,5.2537505068
2018-10-29,GBP,RUB,84.0647384782
2018-10-29,GBP,SEK,11.7031580844
2018-10-29,GBP,SGD,1.7724242015
2018-10-29,GBP,THB,42.5688156057
2018-10-29,GBP,TRY,7.1073793756
2018-10-29,GBP,USD,1.2818173627
2018-10-29,GBP,ZAR,18.5566743254
2018-10-29,USD,AUD,1.4112116686
2018-10-29,USD,BGN,1.7184781654
2018-10-29,USD,BRL,3.6227923733
2018-10-29,USD,CAD,1.3106932607
2018-10-29,USD,CHF,1.0002635972
2018-10-29,USD,CNY,6.9585273702
2018-10-29,USD,CZK,22.7124154292
2018-10-29,USD,DKK,6.55601441
2018-10-29,USD,EUR,0.8786574115
2018-10-29,USD,GBP,0.7801423425
2018-10-29,USD,HKD,7.8437747122
2018-10-29,USD,HRK,6.5298304191
2018-10-29,USD,HUF,285.0364642826
2018-10-29,USD,IDR,15218.9965732361
2018-10-29,USD,ILS,3.7052983042
2018-10-29,USD,INR,73.4201739742
2018-10-29,USD,ISK,120.8153940778
2018-10-29,USD,JPY,112.3978560759
2018-10-29,USD,KRW,1139.9261927774
2018-10-29,USD,MXN,19.6495914243
2018-10-29,USD,MYR,4.1769616027
2018-10-29,USD,NOK,8.3586679554
2018-10-29,USD,NZD,1.5289517617
2018-10-29,USD,PHP,53.6868464986
2018-10-29,USD,PLN,3.7942184342
2018-10-29,USD,RON,4.0986732273
2018-10-29,USD,RUB,65.5824619981
2018-10-29,USD,SEK,9.1301291626
2018-10-29,USD,SGD,1.3827431684
2018-10-29,USD,THB,33.2097355241
2018-10-29,USD,TRY,5.5447675951
2018-10-29,USD,USD,1.0
2018-10-29,USD,ZAR,14.4768473772
2018-10-30,EUR,AUD,1.6025
2018-10-30,EUR,BGN,1.9558
2018-10-30,EUR,BRL,4.2282
2018-10-30,EUR,CAD,1.4941
2018-10-30,EUR,CHF,1.1386
2018-10-30,EUR,CNY,7.9203
2018-10-30,EUR,CZK,25.87
2018-10-30,EUR,DKK,7.4614
2018-10-30,EUR,GBP,0.89148
2018-10-30,EUR,HKD,8.9229
2018-10-30,EUR,HRK,7.4315
2018-10-30,EUR,HUF,324.95
2018-10-30,EUR,IDR,17301.42
2018-10-30,EUR,ILS,4.2159
2018-10-30,EUR,INR,83.728
2018-10-30,EUR,ISK,137.7
2018-10-30,EUR,JPY,128.28
2018-10-30,EUR,KRW,1295.91
2018-10-30,EUR,MXN,22.7513
2018-10-30,EUR,MYR,4.7558
2018-10-30,EUR,NOK,9.5435
2018-10-30,EUR,NZD,1.7349
2018-10-30,EUR,PHP,60.862
2018-10-30,EUR,PLN,4.3307
2018-10-30,EUR,RON,4.667
2018-10-30,EUR,RUB,74.6963
2018-10-30,EUR,SEK,10.42
2018-10-30,EUR,SGD,1.5739
2018-10-30,EUR,THB,37.88
2018-10-30,EUR,TRY,6.2613
2018-10-30,EUR,USD,1.1372
2018-10-30,EUR,ZAR,16.6291
2018-10-30,GBP,AUD,1.7975725759
2018-10-30,GBP,BGN,2.1938798403
2018-10-30,GBP,BRL,4.7428994481
2018-10-30,GBP,CAD,1.675977027
2018-10-30,GBP,CHF,1.2772019563
2018-10-30,GBP,CNY,8.8844393593
2018-10-30,GBP,CZK,29.0191591511
2018-10-30,GBP,DKK,8.3696773904
2018-10-30,GBP,EUR,1.1217301566
2018-10-30,GBP,GBP,1.0
2018-10-30,GBP,HKD,10.0090860143
2018-10-30,GBP,HRK,8.3361376587
2018-10-30,GBP,HUF,364.5062143851
2018-10-30,GBP,IDR,19407.5245658904
2018-10-30,GBP,ILS,4.7291021672
2018-10-30,GBP,INR,93.9202225513
2018-10-30,GBP,ISK,154.4622425629
2018-10-30,GBP,JPY,143.8955444878
2018-10-30,GBP,KRW,1453.6613272311
2018-10-30,GBP,MXN,25.5208193117
2018-10-30,GBP,MYR,5.3347242787
2018-10-30,GBP,NOK,10.7052317495
2018-10-30,GBP,NZD,1.9460896487
2018-10-30,GBP,PHP,68.2707407906
2018-10-30,GBP,PLN,4.8578767892
2018-10-30,GBP,RON,5.2351146408
2018-10-30,GBP,RUB,83.789092296
2018-10-30,GBP,SEK,11.6884282317
2018-10-30,GBP,SGD,1.7654910935
2018-10-30,GBP,THB,42.4911383318
2018-10-30,GBP,TRY,7.0234890295
2018-10-30,GBP,USD,1.2756315341
2018-10-30,GBP,ZAR,18.653362947
2018-10-30,USD,AUD,1.4091628561
2018-10-30,USD,BGN,1.7198381991
2018-10-30,USD,BRL,3.7180794935
2018-10-30,USD,CAD,1.313841013
2018-10-30,USD,CHF,1.0012310939
2018-10-30,USD,CNY,6.9647379529
2018-10-30,USD,CZK,22.7488568414
2018-10-30,USD,DKK,6.5612029546
2018-10-30,USD,EUR,0.8793527963
2018-10-30,USD,GBP,0.7839254309
2018-10-30,USD,HKD,7.8463770665
2018-10-30,USD,HRK,6.534910306
2018-10-30,USD,HUF,285.7456911713
2018-10-30,USD,IDR,15214.0520576855
2018-10-30,USD,ILS,3.7072634541
2018-10-30,USD,INR,73.6264509321
2018-10-30,USD,ISK,121.0868800563
2018-10-30,USD,JPY,112.8033767147
2018-10-30,USD,KRW,1139.5620823074
2018-10-30,USD,MXN,20.0064192754
2018-10-30,USD,MYR,4.1820260288
2018-10-30,USD,NOK,8.3921034119
2018-10-30,USD,NZD,1.5255891664
2018-10-30,USD,PHP,53.519169891
2018-10-30,USD,PLN,3.8082131551
2018-10-30,USD,RON,4.1039395005
2018-10-30,USD,RUB,65.6844002814
2018-10-30,USD,SEK,9.1628561379
2018-10-30,USD,SGD,1.3840133662
2018-10-30,USD,THB,33.3098839254
2018-10-30,USD,TRY,5.5058916637
2018-10-30,USD,USD,1.0
2018-10-30,USD,ZAR,14.6228455856
2018-10-31,EUR,AUD,1.5972
2018-10-31,EUR,BGN,1.9558
2018-10-31,EUR,BRL,4.1943
2018-10-31,EUR,CAD,1.4856
2018-10-31,EUR,CHF,1.1399
2018-10-31,EUR,CNY,7.8935
2018-10-31,EUR,CZK,25.922
2018-10-31,EUR,DKK,7.4614
2018-10-31,EUR,GBP,0.88873
2018-10-31,EUR,HKD,8.8787
2018-10-31,EUR,HRK,7.4325
2018-10-31,EUR,HUF,325.1
2018-10-31,EUR,IDR,17206.19
2018-10-31,EUR,ILS,4.2119
2018-10-31,EUR,INR,83.7305
2018-10-31,EUR,ISK,137.7
2018-10-31,EUR,JPY,128.15
2018-10-31,EUR,KRW,1291.1
2018-10-31,EUR,MXN,22.9029
2018-10-31,EUR,MYR,4.736
2018-10-31,EUR,NOK,9.5528
2018-10-31,EUR,NZD,1.7322
2018-10-31,EUR,PHP,60.471
2018-10-31,EUR,PLN,4.3392
2018-10-31,EUR,RON,4.6643
2018-10-31,EUR,RUB,74.4074
2018-10-31,EUR,SEK,10.4015
2018-10-31,EUR,SGD,1.5696
2018-10-31,EUR,THB,37.535
2018-10-31,EUR,TRY,6.2255
2018-10-31,EUR,USD,1.1318
2018-10-31,EUR,ZAR,16.7942
2018-10-31,GBP,AUD,1.7971712444
2018-10-31,GBP,BGN,2.2006683695
2018-10-31,GBP,BRL,4.7194310983
2018-10-31,GBP,CAD,1.6715987983
2018-10-31,GBP,CHF,1.2826167677
2018-10-31,GBP,CNY,8.8817751173
2018-10-31,GBP,CZK,29.1674636841
2018-10-31,GBP,DKK,8.3955757092
2018-10-31,GBP,EUR,1.1252011297
2018-10-31,GBP,GBP,1.0
2018-10-31,GBP,HKD,9.9903232703
2018-10-31,GBP,HRK,8.3630573965
2018-10-31,GBP,HUF,365.8028872661
2018-10-31,GBP,IDR,19360.4244258661
2018-10-31,GBP,ILS,4.7392346382
2018-10-31,GBP,INR,94.2136531905
2018-10-31,GBP,ISK,154.94019556
2018-10-31,GBP,JPY,144.1945247713
2018-10-31,GBP,KRW,1452.7471785582
2018-10-31,GBP,MXN,25.7703689535
2018-10-31,GBP,MYR,5.3289525503
2018-10-31,GBP,NOK,10.7488213518
2018-10-31,GBP,NZD,1.9490733969
2018-10-31,GBP,PHP,68.0420375142
2018-10-31,GBP,PLN,4.882472742
2018-10-31,GBP,RON,5.2482756293
2018-10-31,GBP,RUB,83.7232905382
2018-10-31,GBP,SEK,11.7037795506
2018-10-31,GBP,SGD,1.7661156932
2018-10-31,GBP,THB,42.2344244034
2018-10-31,GBP,TRY,7.004939633
2018-10-31,GBP,USD,1.2735026386
2018-10-31,GBP,ZAR,18.8968528124
2018-10-31,USD,AUD,1.4112033928
2018-10-31,USD,BGN,1.728043824
2018-10-31,USD,BRL,3.7058667609
2018-10-31,USD,CAD,1.3125993992
2018-10-31,USD,CHF,1.0071567415
2018-10-31,USD,CNY,6.9742887436
2018-10-31,USD,CZK,22.9033398127
2018-10-31,USD,DKK,6.5925075102
2018-10-31,USD,EUR,0.8835483301
2018-10-31,USD,GBP,0.7852359074
2018-10-31,USD,HKD,7.8447605584
2018-10-31,USD,HRK,6.5669729634
2018-10-31,USD,HUF,287.2415621134
2018-10-31,USD,IDR,15202.5004417742
2018-10-31,USD,ILS,3.7214172115
2018-10-31,USD,INR,73.9799434529
2018-10-31,USD,ISK,121.6646050539
2018-10-31,USD,JPY,113.2267185015
2018-10-31,USD,KRW,1140.7492489839
2018-10-31,USD,MXN,20.2358190493
2018-10-31,USD,MYR,4.1844848913
2018-10-31,USD,NOK,8.4403604877
2018-10-31,USD,NZD,1.5304824174
2018-10-31,USD,PHP,53.4290510691
2018-10-31,USD,PLN,3.8338929139
2018-10-31,USD,RON,4.1211344761
2018-10-31,USD,RUB,65.7425340166
2018-10-31,USD,SEK,9.1902279555
2018-10-31,USD,SGD,1.3868174589
2018-10-31,USD,THB,33.1639865701
2018-10-31,USD,TRY,5.500530129
2018-10-31,USD,USD,1.0
2018-10-31,USD,ZAR,14.8384873653
2018-11-01,EUR,AUD,1.5857
2018-11-01,EUR,BGN,1.9558
2018-11-01,EUR,BRL,4.2078
2018-11-01,EUR,CAD,1.4904
2018-11-01,EUR,CHF,1.143
2018-11-01,EUR,CNY,7.9046
2018-11-01,EUR,CZK,25.879
2018-11-01,EUR,DKK,7.4604
2018-11-01,EUR,GBP,0.88173
2018-11-01,EUR,HKD,8.9293
2018-11-01,EUR,HRK,7.436
2018-11-01,EUR,HUF,322.96
2018-11-01,EUR,IDR,17192.3
2018-11-01,EUR,ILS,4.2245
2018-11-01,EUR,INR,83.68
2018-11-01,EUR,ISK,137.9
2018-11-01,EUR,JPY,128.52
2018-11-01,EUR,KRW,1285.7
2018-11-01,EUR,MXN,22.9917
2018-11-01,EUR,MYR,4.7674
2018-11-01,EUR,NOK,9.515
2018-11-01,EUR,NZD,1.719
2018-11-01,EUR,PHP,60.642
2018-11-01,EUR,PLN,4.3269
2018-11-01,EUR,RON,4.664
2018-11-01,EUR,RUB,74.8346
2018-11-01,EUR,SEK,10.3158
2018-11-01,EUR,SGD,1.5701
2018-11-01,EUR,THB,37.529
2018-11-01,EUR,TRY,6.3245
2018-11-01,EUR,USD,1.1393
2018-11-01,EUR,ZAR,16.6021
2018-11-01,GBP,AUD,1.7983963345
2018-11-01,GBP,BGN,2.2181393397
2018-11-01,GBP,BRL,4.7722091797
2018-11-01,GBP,CAD,1.6903133612
2018-11-01,GBP,CHF,1.2963151985
2018-11-01,GBP,CNY,8.964875869
2018-11-01,GBP,CZK,29.3502546131
2018-11-01,GBP,DKK,8.461093532
2018-11-01,GBP,EUR,1.134134032
2018-11-01,GBP,GBP,1.0
2018-11-01,GBP,HKD,10.1270230116
2018-11-01,GBP,HRK,8.4334206617
2018-11-01,GBP,HUF,366.2799269618
2018-11-01,GBP,IDR,19498.3725176641
2018-11-01,GBP,ILS,4.791149218
2018-11-01,GBP,INR,94.9043357944
2018-11-01,GBP,ISK,156.3970830073
2018-11-01,GBP,JPY,145.7589057875
2018-11-01,GBP,KRW,1458.1561248908
2018-11-01,GBP,MXN,26.0756694226
2018-11-01,GBP,MYR,5.406870584
2018-11-01,GBP,NOK,10.7912853141
2018-11-01,GBP,NZD,1.9495764009
2018-11-01,GBP,PHP,68.7761559661
2018-11-01,GBP,PLN,4.9072845429
2018-11-01,GBP,RON,5.2896011251
2018-11-01,GBP,RUB,84.8724666281
2018-11-01,GBP,SEK,11.6994998469
2018-11-01,GBP,SGD,1.7807038436
2018-11-01,GBP,THB,42.5629160854
2018-11-01,GBP,TRY,7.1728306851
2018-11-01,GBP,USD,1.2921189026
2018-11-01,GBP,ZAR,18.829006612
2018-11-01,USD,AUD,1.3918195383
2018-11-01,USD,BGN,1.7166681296
2018-11-01,USD,BRL,3.6933204599
2018-11-01,USD,CAD,1.3081716844
2018-11-01,USD,CHF,1.0032476082
2018-11-01,USD,CNY,6.9381198982
2018-11-01,USD,CZK,22.7148248925
2018-11-01,USD,DKK,6.5482313701
2018-11-01,USD,EUR,0.8777319407
2018-11-01,USD,GBP,0.773922584
2018-11-01,USD,HKD,7.8375318178
2018-11-01,USD,HRK,6.5268147108
2018-11-01,USD,HUF,283.4723075573
2018-11-01,USD,IDR,15090.2308435004
2018-11-01,USD,ILS,3.7079785833
2018-11-01,USD,INR,73.4486087949
2018-11-01,USD,ISK,121.0392346177
2018-11-01,USD,JPY,112.8061090143
2018-11-01,USD,KRW,1128.4999561134
2018-11-01,USD,MXN,20.1805494602
2018-11-01,USD,MYR,4.1844992539
2018-11-01,USD,NOK,8.3516194154
2018-11-01,USD,NZD,1.508821206
2018-11-01,USD,PHP,53.2274203458
2018-11-01,USD,PLN,3.7978583341
2018-11-01,USD,RON,4.0937417713
2018-11-01,USD,RUB,65.6847186869
2018-11-01,USD,SEK,9.0545071535
2018-11-01,USD,SGD,1.37812692
2018-11-01,USD,THB,32.9404020012
2018-11-01,USD,TRY,5.5512156587
2018-11-01,USD,USD,1.0
2018-11-01,USD,ZAR,14.5721934521
2018-11-02,EUR,AUD,1.584
2018-11-02,EUR,BGN,1.9558
2018-11-02,EUR,BRL,4.2205
2018-11-02,EUR,CAD,1.4956
2018-11-02,EUR,CHF,1.1422
2018-11-02,EUR,CNY,7.8712
2018-11-02,EUR,CZK,25.782
2018-11-02,EUR,DKK,7.4603
2018-11-02,EUR,GBP,0.8787
2018-11-02,EUR,HKD,8.9391
2018-11-02,EUR,HRK,7.4393
2018-11-02,EUR,HUF,321.62
2018-11-02,EUR,IDR,17031.88
2018-11-02,EUR,ILS,4.216
2018-11-02,EUR,INR,82.7085
2018-11-02,EUR,ISK,138.1
2018-11-02,EUR,JPY,128.89
2018-11-02,EUR,KRW,1276.25
2018-11-02,EUR,MXN,22.8399
2018-11-02,EUR,MYR,4.7483
2018-11-02,EUR,NOK,9.5143
2018-11-02,EUR,NZD,1.7154
2018-11-02,EUR,PHP,60.693
2018-11-02,EUR,PLN,4.3202
2018-11-02,EUR,RON,4.6612
2018-11-02,EUR,RUB,75.3127
2018-11-02,EUR,SEK,10.3123
2018-11-02,EUR,SGD,1.5686
2018-11-02,EUR,THB,37.539
2018-11-02,EUR,TRY,6.2539
2018-11-02,EUR,USD,1.1417
2018-11-02,EUR,ZAR,16.372
2018-11-02,GBP,AUD,1.8026630249
2018-11-02,GBP,BGN,2.2257880961
2018-11-02,GBP,BRL,4.8031182429
2018-11-02,GBP,CAD,1.7020598612
2018-11-02,GBP,CHF,1.2998748151
2018-11-02,GBP,CNY,8.9577785365
2018-11-02,GBP,CZK,29.3410720382
2018-11-02,GBP,DKK,8.4901559121
2018-11-02,GBP,EUR,1.138044839
2018-11-02,GBP,GBP,1.0
2018-11-02,GBP,HKD,10.17309662
2018-11-02,GBP,HRK,8.4662569705
2018-11-02,GBP,HUF,366.0179811085
2018-11-02,GBP,IDR,19383.0431318994
2018-11-02,GBP,ILS,4.7979970411
2018-11-02,GBP,INR,94.1259815637
2018-11-02,GBP,ISK,157.1639922613
2018-11-02,GBP,JPY,146.6825992944
2018-11-02,GBP,KRW,1452.4297257312
2018-11-02,GBP,MXN,25.9928303175
2018-11-02,GBP,MYR,5.4037783089
2018-11-02,GBP,NOK,10.8277000114
2018-11-02,GBP,NZD,1.9522021168
2018-11-02,GBP,PHP,69.0713554114
2018-11-02,GBP,PLN,4.9165813133
2018-11-02,GBP,RON,5.3046546034
2018-11-02,GBP,RUB,85.7092295436
2018-11-02,GBP,SEK,11.7358597929
2018-11-02,GBP,SGD,1.7851371344
2018-11-02,GBP,THB,42.72106521
