date,source_currency,target_currency,exchange_rate_to_target
2019-06-11,USD,GBP,0.7869699647
2019-06-11,USD,HKD,7.8356890459
2019-06-11,USD,HRK,6.5494699647
2019-06-11,USD,HUF,283.1272084806
2019-06-11,USD,IDR,14237.5
2019-06-11,USD,ILS,3.5816254417
2019-06-11,USD,INR,69.4483215548
2019-06-11,USD,ISK,124.1166077739
2019-06-11,USD,JPY,108.7367491166
2019-06-11,USD,KRW,1181.519434629
2019-06-11,USD,MXN,19.1504416961
2019-06-11,USD,MYR,4.1628091873
2019-06-11,USD,NOK,8.6307420495
2019-06-11,USD,NZD,1.5199646643
2019-06-11,USD,PHP,51.9522968198
2019-06-11,USD,PLN,3.7701413428
2019-06-11,USD,RON,4.174204947
2019-06-11,USD,RUB,64.5076855124
2019-06-11,USD,SEK,9.4371024735
2019-06-11,USD,SGD,1.3644876325
2019-06-11,USD,THB,31.2747349823
2019-06-11,USD,TRY,5.8084805654
2019-06-11,USD,USD,1.0
2019-06-11,USD,ZAR,14.7650176678
2019-06-12,EUR,AUD,1.6292
2019-06-12,EUR,BGN,1.9558
2019-06-12,EUR,BRL,4.3661
2019-06-12,EUR,CAD,1.5059
2019-06-12,EUR,CHF,1.1252
2019-06-12,EUR,CNY,7.8346
2019-06-12,EUR,CZK,25.614
2019-06-12,EUR,DKK,7.4678
2019-06-12,EUR,GBP,0.88805
2019-06-12,EUR,HKD,8.857
2019-06-12,EUR,HRK,7.413
2019-06-12,EUR,HUF,321.43
2019-06-12,EUR,IDR,16125.56
2019-06-12,EUR,ILS,4.0561
2019-06-12,EUR,INR,78.491
2019-06-12,EUR,ISK,141.5
2019-06-12,EUR,JPY,122.72
2019-06-12,EUR,KRW,1337.81
2019-06-12,EUR,MXN,21.6615
2019-06-12,EUR,MYR,4.7075
2019-06-12,EUR,NOK,9.782
2019-06-12,EUR,NZD,1.7206
2019-06-12,EUR,PHP,58.815
2019-06-12,EUR,PLN,4.2608
2019-06-12,EUR,RON,4.725
2019-06-12,EUR,RUB,73.3013
2019-06-12,EUR,SEK,10.68
2019-06-12,EUR,SGD,1.5445
2019-06-12,EUR,THB,35.379
2019-06-12,EUR,TRY,6.555
2019-06-12,EUR,USD,1.1323
2019-06-12,EUR,ZAR,16.7129
2019-06-12,GBP,AUD,1.8345813862
2019-06-12,GBP,BGN,2.2023534711
2019-06-12,GBP,BRL,4.9165024492
2019-06-12,GBP,CAD,1.6957378526
2019-06-12,GBP,CHF,1.2670457744
2019-06-12,GBP,CNY,8.8222509994
2019-06-12,GBP,CZK,28.8429705535
2019-06-12,GBP,DKK,8.4092111931
2019-06-12,GBP,EUR,1.1260627217
2019-06-12,GBP,GBP,1.0
2019-06-12,GBP,HKD,9.973537526
2019-06-12,GBP,HRK,8.3475029559
2019-06-12,GBP,HUF,361.950340634
2019-06-12,GBP,IDR,18158.3919824334
2019-06-12,GBP,ILS,4.5674230055
2019-06-12,GBP,INR,88.3857890885
2019-06-12,GBP,ISK,159.3378751196
2019-06-12,GBP,JPY,138.1904172062
2019-06-12,GBP,KRW,1506.4579697089
2019-06-12,GBP,MXN,24.392207646
2019-06-12,GBP,MYR,5.3009402624
2019-06-12,GBP,NOK,11.0151455436
2019-06-12,GBP,NZD,1.9375035189
2019-06-12,GBP,PHP,66.2293789764
2019-06-12,GBP,PLN,4.7979280446
2019-06-12,GBP,RON,5.32064636
2019-06-12,GBP,RUB,82.5418613817
2019-06-12,GBP,SEK,12.0263498677
2019-06-12,GBP,SGD,1.7392038737
2019-06-12,GBP,THB,39.8389730308
2019-06-12,GBP,TRY,7.3813411407
2019-06-12,GBP,USD,1.2750408198
2019-06-12,GBP,ZAR,18.8197736614
2019-06-12,USD,AUD,1.4388412965
2019-06-12,USD,BGN,1.727280756
2019-06-12,USD,BRL,3.8559569019
2019-06-12,USD,CAD,1.3299478937
2019-06-12,USD,CHF,0.993729577
2019-06-12,USD,CNY,6.9191910271
2019-06-12,USD,CZK,22.6212134593
2019-06-12,USD,DKK,6.595248609
2019-06-12,USD,EUR,0.8831581736
2019-06-12,USD,GBP,0.7842886161
2019-06-12,USD,HKD,7.8221319438
2019-06-12,USD,HRK,6.5468515411
2019-06-12,USD,HUF,283.8735317495
2019-06-12,USD,IDR,14241.4201183432
2019-06-12,USD,ILS,3.5821778681
2019-06-12,USD,INR,69.3199682063
2019-06-12,USD,ISK,124.9668815685
2019-06-12,USD,JPY,108.3811710677
2019-06-12,USD,KRW,1181.4978362625
2019-06-12,USD,MXN,19.1305307781
2019-06-12,USD,MYR,4.1574671024
2019-06-12,USD,NOK,8.6390532544
2019-06-12,USD,NZD,1.5195619535
2019-06-12,USD,PHP,51.942947982
2019-06-12,USD,PLN,3.7629603462
2019-06-12,USD,RON,4.1729223704
2019-06-12,USD,RUB,64.7366422326
2019-06-12,USD,SEK,9.4321292944
2019-06-12,USD,SGD,1.3640377992
2019-06-12,USD,THB,31.2452530248
2019-06-12,USD,TRY,5.7891018281
2019-06-12,USD,USD,1.0
2019-06-12,USD,ZAR,14.76013424
2019-06-13,EUR,AUD,1.6336
2019-06-13,EUR,BGN,1.9558
2019-06-13,EUR,BRL,4.3429
2019-06-13,EUR,CAD,1.5021
2019-06-13,EUR,CHF,1.1207
2019-06-13,EUR,CNY,7.8144
2019-06-13,EUR,CZK,25.581
2019-06-13,EUR,DKK,7.4678
2019-06-13,EUR,GBP,0.88948
2019-06-13,EUR,HKD,8.8375
2019-06-13,EUR,HRK,7.4128
2019-06-13,EUR,HUF,322.0
2019-06-13,EUR,IDR,16135.37
2019-06-13,EUR,ILS,4.053
2019-06-13,EUR,INR,78.4745
2019-06-13,EUR,ISK,141.5
2019-06-13,EUR,JPY,122.44
2019-06-13,EUR,KRW,1335.74
2019-06-13,EUR,MXN,21.6384
2019-06-13,EUR,MYR,4.7068
2019-06-13,EUR,NOK,9.772
2019-06-13,EUR,NZD,1.7201
2019-06-13,EUR,PHP,58.556
2019-06-13,EUR,PLN,4.2574
2019-06-13,EUR,RON,4.7221
2019-06-13,EUR,RUB,72.9275
2019-06-13,EUR,SEK,10.6968
2019-06-13,EUR,SGD,1.5423
2019-06-13,EUR,THB,35.25
2019-06-13,EUR,TRY,6.6343
2019-06-13,EUR,USD,1.1289
2019-06-13,EUR,ZAR,16.7876
2019-06-13,GBP,AUD,1.8365786752
2019-06-13,GBP,BGN,2.1988127895
2019-06-13,GBP,BRL,4.8825156271
2019-06-13,GBP,CAD,1.6887394882
2019-06-13,GBP,CHF,1.2599496335
2019-06-13,GBP,CNY,8.7853577371
2019-06-13,GBP,CZK,28.7594999325
2019-06-13,GBP,DKK,8.3956918649
2019-06-13,GBP,EUR,1.1242523722
2019-06-13,GBP,GBP,1.0
2019-06-13,GBP,HKD,9.9355803391
2019-06-13,GBP,HRK,8.3338579844
2019-06-13,GBP,HUF,362.0092638395
2019-06-13,GBP,IDR,18140.2279983811
2019-06-13,GBP,ILS,4.5565948644
2019-06-13,GBP,INR,88.2251427801
2019-06-13,GBP,ISK,159.0817106624
2019-06-13,GBP,JPY,137.6534604488
2019-06-13,GBP,KRW,1501.7088636057
2019-06-13,GBP,MXN,24.32702253
2019-06-13,GBP,MYR,5.2916310653
2019-06-13,GBP,NOK,10.9861941809
2019-06-13,GBP,NZD,1.9338265054
2019-06-13,GBP,PHP,65.8317219049
2019-06-13,GBP,PLN,4.7863920493
2019-06-13,GBP,RON,5.3088321266
2019-06-13,GBP,RUB,81.9889148716
2019-06-13,GBP,SEK,12.0259027747
2019-06-13,GBP,SGD,1.7339344336
2019-06-13,GBP,THB,39.6298961191
2019-06-13,GBP,TRY,7.4586275127
2019-06-13,GBP,USD,1.2691685029
2019-06-13,GBP,ZAR,18.8734991231
2019-06-13,USD,AUD,1.4470723713
2019-06-13,USD,BGN,1.732482948
2019-06-13,USD,BRL,3.8470192223
2019-06-13,USD,CAD,1.3305872974
2019-06-13,USD,CHF,0.992736292
2019-06-13,USD,CNY,6.9221365931
2019-06-13,USD,CZK,22.6601116131
2019-06-13,USD,DKK,6.615112056
2019-06-13,USD,EUR,0.885818053
2019-06-13,USD,GBP,0.7879174418
2019-06-13,USD,HKD,7.8284170431
2019-06-13,USD,HRK,6.5663920631
2019-06-13,USD,HUF,285.233413057
2019-06-13,USD,IDR,14293.0020373815
2019-06-13,USD,ILS,3.5902205687
2019-06-13,USD,INR,69.5141287979
2019-06-13,USD,ISK,125.3432544955
2019-06-13,USD,JPY,108.4595624059
2019-06-13,USD,KRW,1183.2226060767
2019-06-13,USD,MXN,19.1676853574
2019-06-13,USD,MYR,4.1693684117
2019-06-13,USD,NOK,8.6562140136
2019-06-13,USD,NZD,1.5236956329
2019-06-13,USD,PHP,51.8699619098
2019-06-13,USD,PLN,3.7712817787
2019-06-13,USD,RON,4.1829214279
2019-06-13,USD,RUB,64.6004960581
2019-06-13,USD,SEK,9.475418549
2019-06-13,USD,SGD,1.3661971831
2019-06-13,USD,THB,31.2250863673
2019-06-13,USD,TRY,5.8767827088
2019-06-13,USD,USD,1.0
2019-06-13,USD,ZAR,14.8707591461
2019-06-14,EUR,AUD,1.6324
2019-06-14,EUR,BGN,1.9558
2019-06-14,EUR,BRL,4.3423
2019-06-14,EUR,CAD,1.5018
2019-06-14,EUR,CHF,1.1211
2019-06-14,EUR,CNY,7.7997
2019-06-14,EUR,CZK,25.54
2019-06-14,EUR,DKK,7.4676
2019-06-14,EUR,GBP,0.89093
2019-06-14,EUR,HKD,8.817
2019-06-14,EUR,HRK,7.4105
2019-06-14,EUR,HUF,321.53
2019-06-14,EUR,IDR,16128.1
2019-06-14,EUR,ILS,4.0518
2019-06-14,EUR,INR,78.608
2019-06-14,EUR,ISK,141.5
2019-06-14,EUR,JPY,121.9
2019-06-14,EUR,KRW,1333.6
2019-06-14,EUR,MXN,21.6073
2019-06-14,EUR,MYR,4.6981
2019-06-14,EUR,NOK,9.7728
2019-06-14,EUR,NZD,1.7241
2019-06-14,EUR,PHP,58.539
2019-06-14,EUR,PLN,4.2534
2019-06-14,EUR,RON,4.7233
2019-06-14,EUR,RUB,72.388
2019-06-14,EUR,SEK,10.639
2019-06-14,EUR,SGD,1.5403
2019-06-14,EUR,THB,35.101
2019-06-14,EUR,TRY,6.6427
2019-06-14,EUR,USD,1.1265
2019-06-14,EUR,ZAR,16.6529
2019-06-14,GBP,AUD,1.8322427127
2019-06-14,GBP,BGN,2.1952341935
2019-06-14,GBP,BRL,4.8738958167
2019-06-14,GBP,CAD,1.6856543163
2019-06-14,GBP,CHF,1.2583480184
2019-06-14,GBP,CNY,8.754559842
2019-06-14,GBP,CZK,28.6666741495
2019-06-14,GBP,DKK,8.3818032842
2019-06-14,GBP,EUR,1.122422637
2019-06-14,GBP,GBP,1.0
2019-06-14,GBP,HKD,9.8964003906
2019-06-14,GBP,HRK,8.3177129516
2019-06-14,GBP,HUF,360.892550481
2019-06-14,GBP,IDR,18102.5445321181
2019-06-14,GBP,ILS,4.5478320407
2019-06-14,GBP,INR,88.2313986508
2019-06-14,GBP,ISK,158.8228031383
2019-06-14,GBP,JPY,136.8233194527
2019-06-14,GBP,KRW,1496.8628287295
2019-06-14,GBP,MXN,24.2525226449
2019-06-14,GBP,MYR,5.273253791
2019-06-14,GBP,NOK,10.9692119471
2019-06-14,GBP,NZD,1.9351688685
2019-06-14,GBP,PHP,65.7054987485
2019-06-14,GBP,PLN,4.7741124443
2019-06-14,GBP,RON,5.3015388414
2019-06-14,GBP,RUB,81.2499298486
2019-06-14,GBP,SEK,11.9414544353
2019-06-14,GBP,SGD,1.7288675878
2019-06-14,GBP,THB,39.398156982
2019-06-14,GBP,TRY,7.4559168509
2019-06-14,GBP,USD,1.2644091006
2019-06-14,GBP,ZAR,18.691591932
2019-06-14,USD,AUD,1.4490901021
2019-06-14,USD,BGN,1.7361739902
2019-06-14,USD,BRL,3.8546826454
2019-06-14,USD,CAD,1.3331557923
2019-06-14,USD,CHF,0.9952063915
2019-06-14,USD,CNY,6.9238348868
2019-06-14,USD,CZK,22.6719928984
2019-06-14,USD,DKK,6.6290279627
2019-06-14,USD,EUR,0.8877052818
2019-06-14,USD,GBP,0.7908832668
2019-06-14,USD,HKD,7.82689747
2019-06-14,USD,HRK,6.5783399911
2019-06-14,USD,HUF,285.4238792721
2019-06-14,USD,IDR,14316.9995561474
2019-06-14,USD,ILS,3.596804261
2019-06-14,USD,INR,69.7807367954
2019-06-14,USD,ISK,125.6102973813
2019-06-14,USD,JPY,108.2112738571
2019-06-14,USD,KRW,1183.8437638704
2019-06-14,USD,MXN,19.1809143364
2019-06-14,USD,MYR,4.1705281846
2019-06-14,USD,NOK,8.6753661784
2019-06-14,USD,NZD,1.5304926764
2019-06-14,USD,PHP,51.965379494
2019-06-14,USD,PLN,3.7757656458
2019-06-14,USD,RON,4.1928983577
2019-06-14,USD,RUB,64.2592099423
2019-06-14,USD,SEK,9.4442964936
2019-06-14,USD,SGD,1.3673324456
2019-06-14,USD,THB,31.1593430981
2019-06-14,USD,TRY,5.8967598757
2019-06-14,USD,USD,1.0
2019-06-14,USD,ZAR,14.7828672881
2019-06-17,EUR,AUD,1.6355
2019-06-17,EUR,BGN,1.9558
2019-06-17,EUR,BRL,4.3796
2019-06-17,EUR,CAD,1.5069
2019-06-17,EUR,CHF,1.1214
2019-06-17,EUR,CNY,7.7794
2019-06-17,EUR,CZK,25.56
2019-06-17,EUR,DKK,7.4674
2019-06-17,EUR,GBP,0.89208
2019-06-17,EUR,HKD,8.7963
2019-06-17,EUR,HRK,7.4055
2019-06-17,EUR,HUF,322.29
2019-06-17,EUR,IDR,16103.94
2019-06-17,EUR,ILS,4.0549
2019-06-17,EUR,INR,78.577
2019-06-17,EUR,ISK,141.5
2019-06-17,EUR,JPY,122.06
2019-06-17,EUR,KRW,1333.25
2019-06-17,EUR,MXN,21.5292
2019-06-17,EUR,MYR,4.6913
2019-06-17,EUR,NOK,9.7938
2019-06-17,EUR,NZD,1.7259
2019-06-17,EUR,PHP,58.703
2019-06-17,EUR,PLN,4.2605
2019-06-17,EUR,RON,4.728
2019-06-17,EUR,RUB,72.1432
2019-06-17,EUR,SEK,10.6495
2019-06-17,EUR,SGD,1.54
2019-06-17,EUR,THB,35.196
2019-06-17,EUR,TRY,6.595
2019-06-17,EUR,USD,1.1234
2019-06-17,EUR,ZAR,16.6463
2019-06-17,GBP,AUD,1.8333557528
2019-06-17,GBP,BGN,2.1924042687
2019-06-17,GBP,BRL,4.9094251637
2019-06-17,GBP,CAD,1.6891982782
2019-06-17,GBP,CHF,1.2570621469
2019-06-17,GBP,CNY,8.7205183392
2019-06-17,GBP,CZK,28.6521388216
2019-06-17,GBP,DKK,8.3707739216
2019-06-17,GBP,EUR,1.1209756972
2019-06-17,GBP,GBP,1.0
2019-06-17,GBP,HKD,9.8604385257
2019-06-17,GBP,HRK,8.301385526
2019-06-17,GBP,HUF,361.2792574657
2019-06-17,GBP,IDR,18052.125369922
2019-06-17,GBP,ILS,4.5454443548
2019-06-17,GBP,INR,88.0829073626
2019-06-17,GBP,ISK,158.6180611604
2019-06-17,GBP,JPY,136.826293606
2019-06-17,GBP,KRW,1494.5408483544
2019-06-17,GBP,MXN,24.1337099812
2019-06-17,GBP,MYR,5.2588332885
2019-06-17,GBP,NOK,10.9786117837
2019-06-17,GBP,NZD,1.9346919559
2019-06-17,GBP,PHP,65.8046363555
2019-06-17,GBP,PLN,4.7759169581
2019-06-17,GBP,RON,5.2999730966
2019-06-17,GBP,RUB,80.8707739216
2019-06-17,GBP,SEK,11.9378306878
2019-06-17,GBP,SGD,1.7263025738
2019-06-17,GBP,THB,39.4538606403
2019-06-17,GBP,TRY,7.3928347233
2019-06-17,GBP,USD,1.2593040983
2019-06-17,GBP,ZAR,18.6600977491
2019-06-17,USD,AUD,1.4558483176
2019-06-17,USD,BGN,1.7409649279
2019-06-17,USD,BRL,3.8985223429
2019-06-17,USD,CAD,1.3413743991
2019-06-17,USD,CHF,0.9982196902
2019-06-17,USD,CNY,6.9248709275
2019-06-17,USD,CZK,22.7523589105
2019-06-17,USD,DKK,6.6471426028
2019-06-17,USD,EUR,0.890154887
2019-06-17,USD,GBP,0.7940893716
2019-06-17,USD,HKD,7.8300694321
2019-06-17,USD,HRK,6.5920420153
2019-06-17,USD,HUF,286.8880185152
2019-06-17,USD,IDR,14335.0008901549
2019-06-17,USD,ILS,3.6094890511
2019-06-17,USD,INR,69.9457005519
2019-06-17,USD,ISK,125.9569165035
2019-06-17,USD,JPY,108.6523055012
2019-06-17,USD,KRW,1186.7990030265
2019-06-17,USD,MXN,19.1643225921
2019-06-17,USD,MYR,4.1759836212
2019-06-17,USD,NOK,8.7179989318
2019-06-17,USD,NZD,1.5363183194
2019-06-17,USD,PHP,52.2547623286
2019-06-17,USD,PLN,3.7925048959
2019-06-17,USD,RON,4.2086523055
2019-06-17,USD,RUB,64.2186220402
2019-06-17,USD,SEK,9.4797044686
2019-06-17,USD,SGD,1.3708385259
2019-06-17,USD,THB,31.3298914011
2019-06-17,USD,TRY,5.8705714794
2019-06-17,USD,USD,1.0
2019-06-17,USD,ZAR,14.8177852946
2019-06-18,EUR,AUD,1.6349
2019-06-18,EUR,BGN,1.9558
2019-06-18,EUR,BRL,4.3313
2019-06-18,EUR,CAD,1.5016
2019-06-18,EUR,CHF,1.1175
2019-06-18,EUR,CNY,7.7486
2019-06-18,EUR,CZK,25.609
2019-06-18,EUR,DKK,7.4672
2019-06-18,EUR,GBP,0.89403
2019-06-18,EUR,HKD,8.7643
2019-06-18,EUR,HRK,7.4055
2019-06-18,EUR,HUF,322.31
2019-06-18,EUR,IDR,16022.58
2019-06-18,EUR,ILS,4.0403
2019-06-18,EUR,INR,78.0005
2019-06-18,EUR,ISK,141.5
2019-06-18,EUR,JPY,121.08
2019-06-18,EUR,KRW,1325.56
2019-06-18,EUR,MXN,21.3935
2019-06-18,EUR,MYR,4.6778
2019-06-18,EUR,NOK,9.7795
2019-06-18,EUR,NZD,1.7192
2019-06-18,EUR,PHP,58.261
2019-06-18,EUR,PLN,4.2592
2019-06-18,EUR,RON,4.7232
2019-06-18,EUR,RUB,71.8787
2019-06-18,EUR,SEK,10.6413
2019-06-18,EUR,SGD,1.5338
2019-06-18,EUR,THB,35.043
2019-06-18,EUR,TRY,6.532
2019-06-18,EUR,USD,1.1187
2019-06-18,EUR,ZAR,16.3782
2019-06-18,GBP,AUD,1.8286858383
2019-06-18,GBP,BGN,2.1876223393
2019-06-18,GBP,BRL,4.8446920126
2019-06-18,GBP,CAD,1.6795856962
2019-06-18,GBP,CHF,1.2499580551
2019-06-18,GBP,CNY,8.6670469671
2019-06-18,GBP,CZK,28.644452647
2019-06-18,GBP,DKK,8.3522924287
2019-06-18,GBP,EUR,1.1185306981
2019-06-18,GBP,GBP,1.0
2019-06-18,GBP,HKD,9.8031385971
2019-06-18,GBP,HRK,8.2832790846
2019-06-18,GBP,HUF,360.5136292966
2019-06-18,GBP,IDR,17921.7475923627
2019-06-18,GBP,ILS,4.5191995794
2019-06-18,GBP,INR,87.2459537152
2019-06-18,GBP,ISK,158.2720937776
2019-06-18,GBP,JPY,135.4316969229
2019-06-18,GBP,KRW,1482.6795521403
2019-06-18,GBP,MXN,23.9292864893
2019-06-18,GBP,MYR,5.2322628995
2019-06-18,GBP,NOK,10.9386709618
2019-06-18,GBP,NZD,1.9229779761
2019-06-18,GBP,PHP,65.1667170005
2019-06-18,GBP,PLN,4.7640459492
2019-06-18,GBP,RON,5.2830441931
2019-06-18,GBP,RUB,80.3985324877
2019-06-18,GBP,SEK,11.9026207174
2019-06-18,GBP,SGD,1.7156023847
2019-06-18,GBP,THB,39.1966712526
2019-06-18,GBP,TRY,7.3062425198
2019-06-18,GBP,USD,1.2513002919
2019-06-18,GBP,ZAR,18.3195194792
2019-06-18,USD,AUD,1.4614284437
2019-06-18,USD,BGN,1.7482792527
2019-06-18,USD,BRL,3.8717261107
2019-06-18,USD,CAD,1.3422722803
2019-06-18,USD,CHF,0.9989273264
2019-06-18,USD,CNY,6.9264324663
2019-06-18,USD,CZK,22.8917493519
2019-06-18,USD,DKK,6.6748904979
2019-06-18,USD,EUR,0.8938946992
2019-06-18,USD,GBP,0.7991686779
2019-06-18,USD,HKD,7.8343613122
2019-06-18,USD,HRK,6.619737195
2019-06-18,USD,HUF,288.1112005006
2019-06-18,USD,IDR,14322.499329579
2019-06-18,USD,ILS,3.6116027532
2019-06-18,USD,INR,69.7242334853
2019-06-18,USD,ISK,126.4860999374
2019-06-18,USD,JPY,108.2327701797
2019-06-18,USD,KRW,1184.9110574774
2019-06-18,USD,MXN,19.1235362474
2019-06-18,USD,MYR,4.1814606239
2019-06-18,USD,NOK,8.7418432109
2019-06-18,USD,NZD,1.5367837669
2019-06-18,USD,PHP,52.0791990703
2019-06-18,USD,PLN,3.8072763029
2019-06-18,USD,RON,4.2220434433
2019-06-18,USD,RUB,64.2519889157
2019-06-18,USD,SEK,9.5122016626
2019-06-18,USD,SGD,1.3710556896
2019-06-18,USD,THB,31.3247519442
2019-06-18,USD,TRY,5.8389201752
2019-06-18,USD,USD,1.0
2019-06-18,USD,ZAR,14.6403861625
2019-06-19,EUR,AUD,1.6303
2019-06-19,EUR,BGN,1.9558
2019-06-19,EUR,BRL,4.3324
2019-06-19,EUR,CAD,1.499
2019-06-19,EUR,CHF,1.1176
2019-06-19,EUR,CNY,7.7378
2019-06-19,EUR,CZK,25.635
2019-06-19,EUR,DKK,7.4671
2019-06-19,EUR,GBP,0.8902
2019-06-19,EUR,HKD,8.7683
2019-06-19,EUR,HRK,7.4023
2019-06-19,EUR,HUF,323.97
2019-06-19,EUR,IDR,15991.83
2019-06-19,EUR,ILS,4.0422
2019-06-19,EUR,INR,78.0755
2019-06-19,EUR,ISK,141.5
2019-06-19,EUR,JPY,121.49
2019-06-19,EUR,KRW,1318.62
2019-06-19,EUR,MXN,21.4542
2019-06-19,EUR,MYR,4.676
2019-06-19,EUR,NOK,9.7815
2019-06-19,EUR,NZD,1.7173
2019-06-19,EUR,PHP,58.176
2019-06-19,EUR,PLN,4.267
2019-06-19,EUR,RON,4.7275
2019-06-19,EUR,RUB,71.736
2019-06-19,EUR,SEK,10.6868
2019-06-19,EUR,SGD,1.5323
2019-06-19,EUR,THB,35.05
2019-06-19,EUR,TRY,6.5618
2019-06-19,EUR,USD,1.1207
2019-06-19,EUR,ZAR,16.2693
2019-06-19,GBP,AUD,1.8313862053
2019-06-19,GBP,BGN,2.1970343743
2019-06-19,GBP,BRL,4.866771512
2019-06-19,GBP,CAD,1.6838912604
2019-06-19,GBP,CHF,1.2554482139
2019-06-19,GBP,CNY,8.6922039991
2019-06-19,GBP,CZK,28.7968995731
2019-06-19,GBP,DKK,8.3881150303
2019-06-19,GBP,EUR,1.123343069
2019-06-19,GBP,GBP,1.0
2019-06-19,GBP,HKD,9.8498090317
2019-06-19,GBP,HRK,8.3153223995
2019-06-19,GBP,HUF,363.9294540553
2019-06-19,GBP,IDR,17964.3113906987
2019-06-19,GBP,ILS,4.5407773534
2019-06-19,GBP,INR,87.7055717816
2019-06-19,GBP,ISK,158.9530442597
2019-06-19,GBP,JPY,136.4749494496
2019-06-19,GBP,KRW,1481.2626376095
2019-06-19,GBP,MXN,24.1004268704
2019-06-19,GBP,MYR,5.2527521905
2019-06-19,GBP,NOK,10.9879802292
2019-06-19,GBP,NZD,1.9291170523
2019-06-19,GBP,PHP,65.3516063806
2019-06-19,GBP,PLN,4.7933048753
2019-06-19,GBP,RON,5.3106043586
2019-06-19,GBP,RUB,80.5841383959
2019-06-19,GBP,SEK,12.0049427095
2019-06-19,GBP,SGD,1.7212985846
2019-06-19,GBP,THB,39.3731745675
2019-06-19,GBP,TRY,7.37115255
2019-06-19,GBP,USD,1.2589305774
2019-06-19,GBP,ZAR,18.276005392
2019-06-19,USD,AUD,1.4547158026
2019-06-19,USD,BGN,1.7451592755
2019-06-19,USD,BRL,3.8657981619
2019-06-19,USD,CAD,1.3375568841
2019-06-19,USD,CHF,0.9972338717
2019-06-19,USD,CNY,6.9044347283
2019-06-19,USD,CZK,22.8740965468
2019-06-19,USD,DKK,6.6628892656
2019-06-19,USD,EUR,0.8922994557
2019-06-19,USD,GBP,0.7943249755
2019-06-19,USD,HKD,7.8239493174
2019-06-19,USD,HRK,6.6050682609
2019-06-19,USD,HUF,289.0782546623
2019-06-19,USD,IDR,14269.5012046043
2019-06-19,USD,ILS,3.6068528598
2019-06-19,USD,INR,69.6667261533
2019-06-19,USD,ISK,126.2603729812
2019-06-19,USD,JPY,108.4054608727
2019-06-19,USD,KRW,1176.6039082716
2019-06-19,USD,MXN,19.1435709824
2019-06-19,USD,MYR,4.1723922548
2019-06-19,USD,NOK,8.7280271259
2019-06-19,USD,NZD,1.5323458553
2019-06-19,USD,PHP,51.9104131346
2019-06-19,USD,PLN,3.8074417775
2019-06-19,USD,RON,4.2183456768
2019-06-19,USD,RUB,64.0099937539
2019-06-19,USD,SEK,9.5358258231
2019-06-19,USD,SGD,1.367270456
2019-06-19,USD,THB,31.2750959222
2019-06-19,USD,TRY,5.8550905684
2019-06-19,USD,USD,1.0
2019-06-19,USD,ZAR,14.5170875346
2019-06-20,EUR,AUD,1.6323
2019-06-20,EUR,BGN,1.9558
2019-06-20,EUR,BRL,4.3407
2019-06-20,EUR,CAD,1.4886
2019-06-20,EUR,CHF,1.1142
2019-06-20,EUR,CNY,7.7502
2019-06-20,EUR,CZK,25.619
2019-06-20,EUR,DKK,7.4661
2019-06-20,EUR,GBP,0.89155
2019-06-20,EUR,HKD,8.8379
2019-06-20,EUR,HRK,7.4035
2019-06-20,EUR,HUF,323.58
2019-06-20,EUR,IDR,16036.15
2019-06-20,EUR,ILS,4.0458
2019-06-20,EUR,INR,78.5065
2019-06-20,EUR,ISK,141.5
2019-06-20,EUR,JPY,121.71
2019-06-20,EUR,KRW,1312.25
2019-06-20,EUR,MXN,21.396
2019-06-20,EUR,MYR,4.6901
2019-06-20,EUR,NOK,9.6678
2019-06-20,EUR,NZD,1.7158
2019-06-20,EUR,PHP,58.159
2019-06-20,EUR,PLN,4.2556
2019-06-20,EUR,RON,4.7262
2019-06-20,EUR,RUB,71.4393
2019-06-20,EUR,SEK,10.6348
2019-06-20,EUR,SGD,1.5336
2019-06-20,EUR,THB,34.978
2019-06-20,EUR,TRY,6.5291
2019-06-20,EUR,USD,1.1307
2019-06-20,EUR,ZAR,16.1309
2019-06-20,GBP,AUD,1.8308563737
2019-06-20,GBP,BGN,2.1937075879
2019-06-20,GBP,BRL,4.8687117941
2019-06-20,GBP,CAD,1.6696764063
2019-06-20,GBP,CHF,1.24973361
2019-06-20,GBP,CNY,8.6929504795
2019-06-20,GBP,CZK,28.7353485503
2019-06-20,GBP,DKK,8.3742919634
2019-06-20,GBP,EUR,1.121642084
2019-06-20,GBP,GBP,1.0
2019-06-20,GBP,HKD,9.9129605743
2019-06-20,GBP,HRK,8.304077169
2019-06-20,GBP,HUF,362.9409455443
2019-06-20,GBP,IDR,17986.8207055129
2019-06-20,GBP,ILS,4.5379395435
2019-06-20,GBP,INR,88.0561942684
2019-06-20,GBP,ISK,158.7123548876
2019-06-20,GBP,JPY,136.515058045
2019-06-20,GBP,KRW,1471.8748247434
2019-06-20,GBP,MXN,23.9986540295
2019-06-20,GBP,MYR,5.2606135382
2019-06-20,GBP,NOK,10.8438113398
2019-06-20,GBP,NZD,1.9245134877
2019-06-20,GBP,PHP,65.233581964
2019-06-20,GBP,PLN,4.7732600527
2019-06-20,GBP,RON,5.3011048175
2019-06-20,GBP,RUB,80.1293253323
2019-06-20,GBP,SEK,11.928439235
2019-06-20,GBP,SGD,1.7201503
2019-06-20,GBP,THB,39.2327968145
